architecture_ids,architecture_names,architecture_types,backend,benchmark_name,completed_at,duration_ms,experiment_group,game,game_parameters,model,outcome_label,prompt_family,prompt_family_id,prompt_version,record_type,run_id,seed,started_at,trial,trial_id,variant_name
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3294452490,2026-04-10T21:30:16Z,2,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::2::3294452490,discrete_blotto_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Parallel Team,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1297284417,2026-04-10T21:30:16Z,2,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::2::1297284417,gravity_grid_standard_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3420742709,2026-04-10T21:30:16Z,3,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::3::3420742709,discrete_blotto_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1759132750,2026-04-10T21:30:16Z,3,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::3::1759132750,gravity_grid_standard_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,2505523783,2026-04-10T21:30:16Z,3,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::3::2505523783,discrete_blotto_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3770035908,2026-04-10T21:30:16Z,3,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::3::3770035908,gravity_grid_standard_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1600563192,2026-04-10T21:30:16Z,3,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::3::1600563192,discrete_blotto_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Parallel Team,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,4007737433,2026-04-10T21:30:16Z,3,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::3::4007737433,gravity_grid_standard_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1402513426,2026-04-10T21:30:16Z,4,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::4::1402513426,discrete_blotto_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,2384865949,2026-04-10T21:30:16Z,4,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::4::2384865949,gravity_grid_standard_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1213110655,2026-04-10T21:30:16Z,4,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::4::1213110655,discrete_blotto_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3200273326,2026-04-10T21:30:16Z,4,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::4::3200273326,gravity_grid_standard_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1808152779,2026-04-10T21:30:16Z,4,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::4::1808152779,discrete_blotto_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Parallel Team,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3345041320,2026-04-10T21:30:16Z,4,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::4::3345041320,gravity_grid_standard_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,2714033253,2026-04-10T21:30:16Z,5,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::5::2714033253,discrete_blotto_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3936970541,2026-04-10T21:30:16Z,5,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::5::3936970541,gravity_grid_standard_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,385903728,2026-04-10T21:30:16Z,5,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::5::385903728,discrete_blotto_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1065535876,2026-04-10T21:30:16Z,5,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::5::1065535876,gravity_grid_standard_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,1145698875,2026-04-10T21:30:16Z,5,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::5::1145698875,discrete_blotto_v1
"[""parallel"", ""hierarchical""]","[""Parallel Team"", ""Hierarchical Team""]","[""parallel"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Parallel Team,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,2588846856,2026-04-10T21:30:16Z,5,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::5::2588846856,gravity_grid_standard_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,2936194885,2026-04-10T21:30:16Z,6,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::6::2936194885,discrete_blotto_v1
"[""single"", ""parallel""]","[""Single Agent"", ""Parallel Team""]","[""single"", ""parallel""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,connect4,"{""columns"": 7, ""connect_length"": 4, ""display_name"": ""Gravity Grid Game"", ""game_id"": ""connect4"", ""oracle_depth"": 4, ""oracle_metric"": {""description"": ""Count a move as accurate if it matches any oracle-equivalent best move, and also record the oracle value gap."", ""type"": ""any_optimal_move_plus_value_gap""}, ""rows"": 6, ""variant_name"": ""gravity_grid_standard_v1""}",mock-deterministic,Single Agent,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3472592666,2026-04-10T21:30:16Z,6,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::connect4::6::3472592666,gravity_grid_standard_v1
"[""single"", ""hierarchical""]","[""Single Agent"", ""Hierarchical Team""]","[""single"", ""hierarchical""]",mock,multi_agent_llm_game_benchmark_mock,2026-04-10T21:30:16Z,0,internal_ai_tournament,blotto,"{""baseline_bots"": [""uniform"", ""random"", ""high_value_targeting"", ""nash_approx""], ""battlefields"": 3, ""discrete"": true, ""display_name"": ""Simultaneous Resource Game"", ""game_id"": ""blotto"", ""point_policy"": ""random_range"", ""point_range"": [10, 50], ""troop_budget"": 100, ""variant_name"": ""discrete_blotto_v1""}",mock-deterministic,TIE,minimal,minimal_v1,minimal_v1,trial_metadata,run_20260410_173015_8bf1db5_dirty,3177079595,2026-04-10T21:30:16Z,6,run_20260410_173015_8bf1db5_dirty::internal_ai_tournament::blotto::6::3177079595,discrete_blotto_v1
